index,title,genre,release_date,ranking,director,cast,budget,runtime,cum_worldwide_gross,combined
209,Spotlight ,"Crime; 
Drama; 
History",20 November 2015,8.1,TomMcCarthy,Mark Ruffalo;Michael Keaton;Rachel McAdams;Liev Schreiber;John Slattery;Brian d'Arcy James;Stanley Tucci;Elena Wohl;Gene Amoroso;Doug Murray;Sharon McFarlane;Jamey Sheridan;Neal Huff;Billy Crudup;Robert B. Kennedy,20000000.0,129.0,98275238.0,"Crime; 
Drama; 
History 8.1 TomMcCarthy Mark Ruffalo;Michael Keaton;Rachel McAdams;Liev Schreiber;John Slattery;Brian d'Arcy James;Stanley Tucci;Elena Wohl;Gene Amoroso;Doug Murray;Sharon McFarlane;Jamey Sheridan;Neal Huff;Billy Crudup;Robert B. Kennedy"
210,Logan ,"Action; 
Drama; 
Sci-Fi",3 March 2017,8.1,JamesMangold,Hugh Jackman;Patrick Stewart;Dafne Keen;Boyd Holbrook;Stephen Merchant;Elizabeth Rodriguez;Richard E. Grant;Eriq La Salle;Elise Neal;Quincy Fouse;Al Coronel;Frank Gallegos;Anthony Escobar;Reynaldo Gallegos;Krzysztof Soszynski,97000000.0,137.0,619021436.0,"Action; 
Drama; 
Sci-Fi 8.1 JamesMangold Hugh Jackman;Patrick Stewart;Dafne Keen;Boyd Holbrook;Stephen Merchant;Elizabeth Rodriguez;Richard E. Grant;Eriq La Salle;Elise Neal;Quincy Fouse;Al Coronel;Frank Gallegos;Anthony Escobar;Reynaldo Gallegos;Krzysztof Soszynski"
211,Rang De Basanti ,"Comedy; 
Drama",26 January 2006,8.2,RakeyshOmprakashMehra,Aamir Khan;Siddharth;Sharman Joshi;Kunal Kapoor;Atul Kulkarni;Alice Patten;Soha Ali Khan;Steven Mackintosh;Madhavan;Waheeda Rehman;Anupam Kher;Kiron Kher;Om Puri;Lekh Tandon;Cyrus Sahukar,,157.0,,"Comedy; 
Drama 8.2 RakeyshOmprakashMehra Aamir Khan;Siddharth;Sharman Joshi;Kunal Kapoor;Atul Kulkarni;Alice Patten;Soha Ali Khan;Steven Mackintosh;Madhavan;Waheeda Rehman;Anupam Kher;Kiron Kher;Om Puri;Lekh Tandon;Cyrus Sahukar"
212,Amores perros ,"Drama; 
Thriller",16 June 2000,8.1,AlejandroG.Iñárritu,Emilio Echevarría;Gael García Bernal;Goya Toledo;Álvaro Guerrero;Vanessa Bauche;Jorge Salinas;Marco Pérez;Rodrigo Murray;Humberto Busto;Gerardo Campbell;Rosa María Bianchi;Dunia Saldívar;Adriana Barraza;José Sefami;Lourdes Echevarría,2000000.0,154.0,,"Drama; 
Thriller 8.1 AlejandroG.Iñárritu Emilio Echevarría;Gael García Bernal;Goya Toledo;Álvaro Guerrero;Vanessa Bauche;Jorge Salinas;Marco Pérez;Rodrigo Murray;Humberto Busto;Gerardo Campbell;Rosa María Bianchi;Dunia Saldívar;Adriana Barraza;José Sefami;Lourdes Echevarría"
213,The Princess Bride ,"Adventure; 
Family; 
Fantasy",9 October 1987,8.1,RobReiner,Cary Elwes;Mandy Patinkin;Chris Sarandon;Christopher Guest;Wallace Shawn;André the Giant;Fred Savage;Robin Wright;Peter Falk;Peter Cook;Mel Smith;Carol Kane;Billy Crystal;Anne Dyson;Margery Mason,16000000.0,98.0,,"Adventure; 
Family; 
Fantasy 8.1 RobReiner Cary Elwes;Mandy Patinkin;Chris Sarandon;Christopher Guest;Wallace Shawn;André the Giant;Fred Savage;Robin Wright;Peter Falk;Peter Cook;Mel Smith;Carol Kane;Billy Crystal;Anne Dyson;Margery Mason"
214,Catch Me If You Can ,,2 January 2003,8.1,StevenSpielberg,Leonardo DiCaprio;Tom Hanks;Christopher Walken;Martin Sheen;Nathalie Baye;Amy Adams;James Brolin;Brian Howe;Frank John Hughes;Steve Eastin;Chris Ellis;John Finn;Jennifer Garner;Nancy Lenehan;Ellen Pompeo,52000000.0,141.0,352114312.0, 8.1 StevenSpielberg Leonardo DiCaprio;Tom Hanks;Christopher Walken;Martin Sheen;Nathalie Baye;Amy Adams;James Brolin;Brian Howe;Frank John Hughes;Steve Eastin;Chris Ellis;John Finn;Jennifer Garner;Nancy Lenehan;Ellen Pompeo
215,Kaze no tani no Naushika ,,11 March 1984,8.1,HayaoMiyazaki,Sumi Shimamoto;Mahito Tsujimura;Hisako Kyôda;Gorô Naya;Ichirô Nagai;Kôhei Miyauchi;Jôji Yanami;Minoru Yada;Rihoko Yoshida;Masako Sugaya;Takako Sasuga;Chika Sakamoto;Tarako;Yôji Matsuda;Mîna Tominaga,1000000.0,117.0,, 8.1 HayaoMiyazaki Sumi Shimamoto;Mahito Tsujimura;Hisako Kyôda;Gorô Naya;Ichirô Nagai;Kôhei Miyauchi;Jôji Yanami;Minoru Yada;Rihoko Yoshida;Masako Sugaya;Takako Sasuga;Chika Sakamoto;Tarako;Yôji Matsuda;Mîna Tominaga
216,Harry Potter and the Deathly Hallows: Part 2 ,"Adventure; 
Drama; 
Fantasy",15 July 2011,8.1,DavidYates,Ralph Fiennes;Michael Gambon;Alan Rickman;Daniel Radcliffe;Rupert Grint;Emma Watson;Evanna Lynch;Domhnall Gleeson;Clémence Poésy;Warwick Davis;John Hurt;Helena Bonham Carter;Graham Duff;Anthony Allgood;Rusty Goffe,125000000.0,130.0,1341511219.0,"Adventure; 
Drama; 
Fantasy 8.1 DavidYates Ralph Fiennes;Michael Gambon;Alan Rickman;Daniel Radcliffe;Rupert Grint;Emma Watson;Evanna Lynch;Domhnall Gleeson;Clémence Poésy;Warwick Davis;John Hurt;Helena Bonham Carter;Graham Duff;Anthony Allgood;Rusty Goffe"
217,Butch Cassidy and the Sundance Kid ,,24 October 1969,8.1,GeorgeRoyHill,Paul Newman;Robert Redford;Katharine Ross;Strother Martin;Henry Jones;Jeff Corey;George Furth;Cloris Leachman;Ted Cassidy;Kenneth Mars;Donnelly Rhodes;Jody Gilbert;Timothy Scott;Don Keefer;Charles Dierkop,6000000.0,110.0,, 8.1 GeorgeRoyHill Paul Newman;Robert Redford;Katharine Ross;Strother Martin;Henry Jones;Jeff Corey;George Furth;Cloris Leachman;Ted Cassidy;Kenneth Mars;Donnelly Rhodes;Jody Gilbert;Timothy Scott;Don Keefer;Charles Dierkop
218,Rocky ,"Drama; 
Sport",3 December 1976,8.1,JohnG.Avildsen,Sylvester Stallone;Talia Shire;Burt Young;Carl Weathers;Burgess Meredith;Thayer David;Joe Spinell;Jimmy Gambina;Bill Baldwin;Al Silvani;George Memmoli;Jodi Letizia;Diana Lewis;George O'Hanlon;Larry Carroll,960000.0,120.0,225000000.0,"Drama; 
Sport 8.1 JohnG.Avildsen Sylvester Stallone;Talia Shire;Burt Young;Carl Weathers;Burgess Meredith;Thayer David;Joe Spinell;Jimmy Gambina;Bill Baldwin;Al Silvani;George Memmoli;Jodi Letizia;Diana Lewis;George O'Hanlon;Larry Carroll"
219,Barry Lyndon ,"Adventure; 
Drama; 
History",18 December 1975,8.1,StanleyKubrick,Ryan O'Neal;Marisa Berenson;Patrick Magee;Hardy Krüger;Steven Berkoff;Gay Hamilton;Marie Kean;Diana Körner;Murray Melvin;Frank Middlemass;André Morell;Arthur O'Sullivan;Godfrey Quigley;Leonard Rossiter;Philip Stone,11000000.0,185.0,31500000.0,"Adventure; 
Drama; 
History 8.1 StanleyKubrick Ryan O'Neal;Marisa Berenson;Patrick Magee;Hardy Krüger;Steven Berkoff;Gay Hamilton;Marie Kean;Diana Körner;Murray Melvin;Frank Middlemass;André Morell;Arthur O'Sullivan;Godfrey Quigley;Leonard Rossiter;Philip Stone"
220,"Monsters, Inc. ",,2 November 2001,8.1,PeteDocter,John Goodman;Billy Crystal;Mary Gibbs;Steve Buscemi;James Coburn;Jennifer Tilly;Bob Peterson;John Ratzenberger;Frank Oz;Daniel Gerson;Steve Susskind;Bonnie Hunt;Jeff Pidgeon;Samuel Lord Black;Jack Angel,115000000.0,92.0,562816256.0, 8.1 PeteDocter John Goodman;Billy Crystal;Mary Gibbs;Steve Buscemi;James Coburn;Jennifer Tilly;Bob Peterson;John Ratzenberger;Frank Oz;Daniel Gerson;Steve Susskind;Bonnie Hunt;Jeff Pidgeon;Samuel Lord Black;Jack Angel
221,The Grapes of Wrath ,"Drama; 
History",15 March 1940,8.1,JohnFord,Henry Fonda;Jane Darwell;John Carradine;Charley Grapewin;Dorris Bowdon;Russell Simpson;O.Z. Whitehead;John Qualen;Eddie Quillan;Zeffie Tilbury;Frank Sully;Frank Darien;Darryl Hickman;Shirley Mills;Roger Imhof,800000.0,129.0,,"Drama; 
History 8.1 JohnFord Henry Fonda;Jane Darwell;John Carradine;Charley Grapewin;Dorris Bowdon;Russell Simpson;O.Z. Whitehead;John Qualen;Eddie Quillan;Zeffie Tilbury;Frank Sully;Frank Darien;Darryl Hickman;Shirley Mills;Roger Imhof"
222,The Maltese Falcon ,,18 October 1941,8.1,JohnHuston,Humphrey Bogart;Mary Astor;Gladys George;Peter Lorre;Barton MacLane;Lee Patrick;Sydney Greenstreet;Ward Bond;Jerome Cowan;Elisha Cook Jr.;James Burke;Murray Alper;John Hamilton,375000.0,100.0,1772000.0, 8.1 JohnHuston Humphrey Bogart;Mary Astor;Gladys George;Peter Lorre;Barton MacLane;Lee Patrick;Sydney Greenstreet;Ward Bond;Jerome Cowan;Elisha Cook Jr.;James Burke;Murray Alper;John Hamilton
223,Dead Poets Society ,"Comedy; 
Drama",9 June 1989,8.1,PeterWeir,Robin Williams;Robert Sean Leonard;Ethan Hawke;Josh Charles;Gale Hansen;Dylan Kussman;Allelon Ruggiero;James Waterston;Norman Lloyd;Kurtwood Smith;Carla Belver;Leon Pownall;George Martin;Joe Aufiery;Matt Carey,16400000.0,128.0,140000000.0,"Comedy; 
Drama 8.1 PeterWeir Robin Williams;Robert Sean Leonard;Ethan Hawke;Josh Charles;Gale Hansen;Dylan Kussman;Allelon Ruggiero;James Waterston;Norman Lloyd;Kurtwood Smith;Carla Belver;Leon Pownall;George Martin;Joe Aufiery;Matt Carey"
224,Donnie Darko ,"Drama; 
Sci-Fi; 
Thriller",26 October 2001,8.1,RichardKelly,Jake Gyllenhaal;Holmes Osborne;Maggie Gyllenhaal;Daveigh Chase;Mary McDonnell;James Duval;Arthur Taxier;Patrick Swayze;Mark Hoffman;David St. James;Tom Tangen;Jazzie Mahannah;Jolene Purdy;Stuart Stone;Gary Lundy,,113.0,,"Drama; 
Sci-Fi; 
Thriller 8.1 RichardKelly Jake Gyllenhaal;Holmes Osborne;Maggie Gyllenhaal;Daveigh Chase;Mary McDonnell;James Duval;Arthur Taxier;Patrick Swayze;Mark Hoffman;David St. James;Tom Tangen;Jazzie Mahannah;Jolene Purdy;Stuart Stone;Gary Lundy"
225,The Terminator ,"Action; 
Sci-Fi",26 October 1984,8.0,JamesCameron,Arnold Schwarzenegger;Michael Biehn;Linda Hamilton;Paul Winfield;Lance Henriksen;Rick Rossovich;Bess Motta;Earl Boen;Dick Miller;Shawn Schepps;Bruce M. Kerner;Franco Columbu;Bill Paxton;Brad Rearden;Brian Thompson,6400000.0,107.0,40000000.0,"Action; 
Sci-Fi 8.0 JamesCameron Arnold Schwarzenegger;Michael Biehn;Linda Hamilton;Paul Winfield;Lance Henriksen;Rick Rossovich;Bess Motta;Earl Boen;Dick Miller;Shawn Schepps;Bruce M. Kerner;Franco Columbu;Bill Paxton;Brad Rearden;Brian Thompson"
226,Gandhi ,,17 February 1983,8.1,RichardAttenborough,Ben Kingsley;Rohini Hattangadi;Roshan Seth;Candice Bergen;Edward Fox;John Gielgud;Trevor Howard;John Mills;Martin Sheen;Ian Charleson;Günther Maria Halmer;Athol Fugard;Saeed Jaffrey;Geraldine James;Alyque Padamsee,22000000.0,191.0,127767889.0, 8.1 RichardAttenborough Ben Kingsley;Rohini Hattangadi;Roshan Seth;Candice Bergen;Edward Fox;John Gielgud;Trevor Howard;John Mills;Martin Sheen;Ian Charleson;Günther Maria Halmer;Athol Fugard;Saeed Jaffrey;Geraldine James;Alyque Padamsee
227,Les diaboliques ,"Crime; 
Drama; 
Horror",29 January 1955,8.1,Henri-GeorgesClouzot,Simone Signoret;Véra Clouzot;Paul Meurisse;Charles Vanel;Jean Brochard;Thérèse Dorny;Michel Serrault;Georges Chamarat;Robert Dalban;Camille Guérini;Jacques Hilling;Jean Lefebvre;Aminda Montserrat;Jean Témerson;Jacques Varennes,,117.0,,"Crime; 
Drama; 
Horror 8.1 Henri-GeorgesClouzot Simone Signoret;Véra Clouzot;Paul Meurisse;Charles Vanel;Jean Brochard;Thérèse Dorny;Michel Serrault;Georges Chamarat;Robert Dalban;Camille Guérini;Jacques Hilling;Jean Lefebvre;Aminda Montserrat;Jean Témerson;Jacques Varennes"
228,La haine ,"Crime; 
Drama",1 September 1995,8.1,MathieuKassovitz,Vincent Cassel;Hubert Koundé;Saïd Taghmaoui;Abdel Ahmed Ghili;Solo;Joseph Momo;Héloïse Rauth;Rywka Wajsbrot;Olga Abrego;Laurent Labasse;Choukri Gabteni;Nabil Ben Mhamed;Benoît Magimel;Médard Niang;Arash Mansour,,98.0,,"Crime; 
Drama 8.1 MathieuKassovitz Vincent Cassel;Hubert Koundé;Saïd Taghmaoui;Abdel Ahmed Ghili;Solo;Joseph Momo;Héloïse Rauth;Rywka Wajsbrot;Olga Abrego;Laurent Labasse;Choukri Gabteni;Nabil Ben Mhamed;Benoît Magimel;Médard Niang;Arash Mansour"
229,Groundhog Day ,"Comedy; 
Fantasy; 
Romance",12 February 1993,8.0,HaroldRamis,Bill Murray;Andie MacDowell;Chris Elliott;Stephen Tobolowsky;Brian Doyle-Murray;Marita Geraghty;Angela Paton;Rick Ducommun;Rick Overton;Robin Duke;Carol Bivins;Willie Garson;Ken Hudson Campbell;Les Podewell;Rod Sell,14600000.0,101.0,,"Comedy; 
Fantasy; 
Romance 8.0 HaroldRamis Bill Murray;Andie MacDowell;Chris Elliott;Stephen Tobolowsky;Brian Doyle-Murray;Marita Geraghty;Angela Paton;Rick Ducommun;Rick Overton;Robin Duke;Carol Bivins;Willie Garson;Ken Hudson Campbell;Les Podewell;Rod Sell"
230,The Wizard of Oz ,"Adventure; 
Family; 
Fantasy",21 August 1939,8.0,VictorFleming,Judy Garland;Frank Morgan;Ray Bolger;Bert Lahr;Jack Haley;Billie Burke;Margaret Hamilton;Charley Grapewin;Pat Walshe;Clara Blandick;Terry;The Singer Midgets,2800000.0,102.0,,"Adventure; 
Family; 
Fantasy 8.0 VictorFleming Judy Garland;Frank Morgan;Ray Bolger;Bert Lahr;Jack Haley;Billie Burke;Margaret Hamilton;Charley Grapewin;Pat Walshe;Clara Blandick;Terry;The Singer Midgets"
231,Jaws ,"Adventure; 
Drama; 
Thriller",20 June 1975,8.0,StevenSpielberg,Roy Scheider;Robert Shaw;Richard Dreyfuss;Lorraine Gary;Murray Hamilton;Carl Gottlieb;Jeffrey Kramer;Susan Backlinie;Jonathan Filley;Ted Grossman;Chris Rebello;Jay Mello;Lee Fierro;Jeffrey Voorhees;Craig Kingsbury,8000000.0,124.0,470653000.0,"Adventure; 
Drama; 
Thriller 8.0 StevenSpielberg Roy Scheider;Robert Shaw;Richard Dreyfuss;Lorraine Gary;Murray Hamilton;Carl Gottlieb;Jeffrey Kramer;Susan Backlinie;Jonathan Filley;Ted Grossman;Chris Rebello;Jay Mello;Lee Fierro;Jeffrey Voorhees;Craig Kingsbury"
232,Le notti di Cabiria ,Drama,16 October 1957,8.1,FedericoFellini,Giulietta Masina;François Périer;Franca Marzi;Dorian Gray;Aldo Silvani;Ennio Girolami;Mario Passante;Christian Tassou;Amedeo Nazzari,,110.0,,Drama 8.1 FedericoFellini Giulietta Masina;François Périer;Franca Marzi;Dorian Gray;Aldo Silvani;Ennio Girolami;Mario Passante;Christian Tassou;Amedeo Nazzari
233,The Help ,Drama,10 August 2011,8.1,TateTaylor,Emma Stone;Viola Davis;Bryce Dallas Howard;Octavia Spencer;Jessica Chastain;Ahna O'Reilly;Allison Janney;Anna Camp;Eleanor Henry;Emma Henry;Chris Lowell;Cicely Tyson;Mike Vogel;Sissy Spacek;Brian Kerwin,25000000.0,146.0,216639112.0,Drama 8.1 TateTaylor Emma Stone;Viola Davis;Bryce Dallas Howard;Octavia Spencer;Jessica Chastain;Ahna O'Reilly;Allison Janney;Anna Camp;Eleanor Henry;Emma Henry;Chris Lowell;Cicely Tyson;Mike Vogel;Sissy Spacek;Brian Kerwin
234,Faa yeung nin wa ,"Drama; 
Romance",29 September 2000,8.1,Kar-WaiWong,Maggie Cheung;Tony Chiu-Wai Leung;Ping Lam Siu;Tung Cho 'Joe' Cheung;Rebecca Pan;Kelly Lai Chen;Man-Lei Chan;Szu-Ying Chien;Roy Cheung;Paulyn Sun;Po-chun Chow;Kam-Wah Koo;Hsien Yu,,98.0,,"Drama; 
Romance 8.1 Kar-WaiWong Maggie Cheung;Tony Chiu-Wai Leung;Ping Lam Siu;Tung Cho 'Joe' Cheung;Rebecca Pan;Kelly Lai Chen;Man-Lei Chan;Szu-Ying Chien;Roy Cheung;Paulyn Sun;Po-chun Chow;Kam-Wah Koo;Hsien Yu"
235,Mandariinid ,"Drama; 
War",17 October 2013,8.2,ZazaUrushadze,Lembit Ulfsak;Giorgi Nakashidze;Misha Meskhi;Elmo Nüganen;Raivo Trass;Zura Begalishvili;Dato Khakhidze;Jano Izoria;Gia Gogishvili;Vamekh Jangidze;Aleko Begalishvili;Temo Khutsishvili;Giorgi Tsaava;Denis Khlibov;Victor Gegeshidze,,87.0,942487.0,"Drama; 
War 8.2 ZazaUrushadze Lembit Ulfsak;Giorgi Nakashidze;Misha Meskhi;Elmo Nüganen;Raivo Trass;Zura Begalishvili;Dato Khakhidze;Jano Izoria;Gia Gogishvili;Vamekh Jangidze;Aleko Begalishvili;Temo Khutsishvili;Giorgi Tsaava;Denis Khlibov;Victor Gegeshidze"
236,Sanjuro ,"Action; 
Crime; 
Drama",1 January 1962,8.1,AkiraKurosawa,Toshirô Mifune;Tatsuya Nakadai;Keiju Kobayashi;Yûzô Kayama;Reiko Dan;Takashi Shimura;Kamatari Fujiwara;Takako Irie;Masao Shimizu;Yûnosuke Itô;Akira Kubo;Hiroshi Tachikawa;Yoshio Tsuchiya;Kunie Tanaka;Tatsuyoshi Ehara,,96.0,,"Action; 
Crime; 
Drama 8.1 AkiraKurosawa Toshirô Mifune;Tatsuya Nakadai;Keiju Kobayashi;Yûzô Kayama;Reiko Dan;Takashi Shimura;Kamatari Fujiwara;Takako Irie;Masao Shimizu;Yûnosuke Itô;Akira Kubo;Hiroshi Tachikawa;Yoshio Tsuchiya;Kunie Tanaka;Tatsuyoshi Ehara"
237,Before Sunset ,"Drama; 
Romance",30 July 2004,8.1,RichardLinklater,Ethan Hawke;Julie Delpy;Vernon Dobtcheff;Louise Lemoine Torrès;Rodolphe Pauly;Mariane Plasteig;Diabolo;Denis Evrard;Albert Delpy;Marie Pillet,2700000.0,80.0,,"Drama; 
Romance 8.1 RichardLinklater Ethan Hawke;Julie Delpy;Vernon Dobtcheff;Louise Lemoine Torrès;Rodolphe Pauly;Mariane Plasteig;Diabolo;Denis Evrard;Albert Delpy;Marie Pillet"
238,Paper Moon ,"Comedy; 
Drama",9 May 1973,8.1,PeterBogdanovich,Ryan O'Neal;Tatum O'Neal;Madeline Kahn;John Hillerman;P.J. Johnson;Jessie Lee Fulton;James N. Harrell;Lila Waters;Noble Willingham;Bob Young;Jack Saunders;Jody Wilbur;Liz Ross;Yvonne Harrison;Ed Reed,2500000.0,102.0,,"Comedy; 
Drama 8.1 PeterBogdanovich Ryan O'Neal;Tatum O'Neal;Madeline Kahn;John Hillerman;P.J. Johnson;Jessie Lee Fulton;James N. Harrell;Lila Waters;Noble Willingham;Bob Young;Jack Saunders;Jody Wilbur;Liz Ross;Yvonne Harrison;Ed Reed"
239,Ah-ga-ssi ,"Drama; 
Romance; 
Thriller",28 October 2016,8.1,Chan-wookPark,Min-hee Kim;Tae-ri Kim;Jung-woo Ha;Jin-Woong Cho;Hae-sook Kim;So-Ri Moon;Si-yeon Ha;Ha-na Han;Ha-dam Jeong;Eun-hyung Jo;Eun-yeong Kim;In-woo Kim;Dong-hwi Lee;Kyu-jung Lee;Yong-nyeo Lee,,144.0,1968494.0,"Drama; 
Romance; 
Thriller 8.1 Chan-wookPark Min-hee Kim;Tae-ri Kim;Jung-woo Ha;Jin-Woong Cho;Hae-sook Kim;So-Ri Moon;Si-yeon Ha;Ha-na Han;Ha-dam Jeong;Eun-hyung Jo;Eun-yeong Kim;In-woo Kim;Dong-hwi Lee;Kyu-jung Lee;Yong-nyeo Lee"
240,"Paris, Texas ",Drama,23 August 1984,8.1,WimWenders,Harry Dean Stanton;Nastassja Kinski;Dean Stockwell;Aurore Clément;Hunter Carson;Bernhard Wicki;Sam Berry;Claresie Mobley;Viva;Edward Fayton;Socorro Valdez;Justin Hogg;Tom Farrell;John Lurie;Jeni Vici,,145.0,,Drama 8.1 WimWenders Harry Dean Stanton;Nastassja Kinski;Dean Stockwell;Aurore Clément;Hunter Carson;Bernhard Wicki;Sam Berry;Claresie Mobley;Viva;Edward Fayton;Socorro Valdez;Justin Hogg;Tom Farrell;John Lurie;Jeni Vici
241,Tenkû no shiro Rapyuta ,,2 August 1986,8.1,HayaoMiyazaki,Anna Paquin;James Van Der Beek;Cloris Leachman;Mark Hamill;Richard Dysart;Jim Cummings;John Hostetter;Michael McShane;Mandy Patinkin;Andy Dick;Corey Burton;John DeMita;Debi Derryberry;Eddie Frierson;Susan Hickman,,125.0,, 8.1 HayaoMiyazaki Anna Paquin;James Van Der Beek;Cloris Leachman;Mark Hamill;Richard Dysart;Jim Cummings;John Hostetter;Michael McShane;Mandy Patinkin;Andy Dick;Corey Burton;John DeMita;Debi Derryberry;Eddie Frierson;Susan Hickman
242,The Best Years of Our Lives ,"Drama; 
Romance; 
War",29 May 1947,8.1,WilliamWyler,Myrna Loy;Fredric March;Dana Andrews;Teresa Wright;Virginia Mayo;Cathy O'Donnell;Hoagy Carmichael;Harold Russell;Gladys George;Roman Bohnen;Ray Collins;Minna Gombell;Walter Baldwin;Steve Cochran;Dorothy Adams,2100000.0,170.0,44309982.0,"Drama; 
Romance; 
War 8.1 WilliamWyler Myrna Loy;Fredric March;Dana Andrews;Teresa Wright;Virginia Mayo;Cathy O'Donnell;Hoagy Carmichael;Harold Russell;Gladys George;Roman Bohnen;Ray Collins;Minna Gombell;Walter Baldwin;Steve Cochran;Dorothy Adams"
243,Pirates of the Caribbean: The Curse of the Black Pearl ,"Action; 
Adventure; 
Fantasy",9 July 2003,8.0,GoreVerbinski,Johnny Depp;Geoffrey Rush;Orlando Bloom;Keira Knightley;Jack Davenport;Jonathan Pryce;Lee Arenberg;Mackenzie Crook;Damian O'Hare;Giles New;Angus Barnett;David Bailie;Michael Berry Jr.;Isaac C. Singleton Jr.;Kevin McNally,140000000.0,143.0,654264015.0,"Action; 
Adventure; 
Fantasy 8.0 GoreVerbinski Johnny Depp;Geoffrey Rush;Orlando Bloom;Keira Knightley;Jack Davenport;Jonathan Pryce;Lee Arenberg;Mackenzie Crook;Damian O'Hare;Giles New;Angus Barnett;David Bailie;Michael Berry Jr.;Isaac C. Singleton Jr.;Kevin McNally"
244,Gangs of Wasseypur ,"Action; 
Comedy; 
Crime",2 August 2012,8.2,AnuragKashyap,Manoj Bajpayee;Richa Chadha;Nawazuddin Siddiqui;Tigmanshu Dhulia;Jameel Khan;Piyush Mishra;Jaideep Ahlawat;Huma Qureshi;Zeishan Quadri;Vipin Sharma;Satyakam Anand;Aditya Kumar;Rajkummar Rao;Vineet Kumar Singh;Sankalp Acharekar,,321.0,,"Action; 
Comedy; 
Crime 8.2 AnuragKashyap Manoj Bajpayee;Richa Chadha;Nawazuddin Siddiqui;Tigmanshu Dhulia;Jameel Khan;Piyush Mishra;Jaideep Ahlawat;Huma Qureshi;Zeishan Quadri;Vipin Sharma;Satyakam Anand;Aditya Kumar;Rajkummar Rao;Vineet Kumar Singh;Sankalp Acharekar"
245,Guardians of the Galaxy ,"Action; 
Adventure; 
Comedy",1 August 2014,8.1,JamesGunn,Chris Pratt;Zoe Saldana;Dave Bautista;Vin Diesel;Bradley Cooper;Lee Pace;Michael Rooker;Karen Gillan;Djimon Hounsou;John C. Reilly;Glenn Close;Benicio Del Toro;Laura Haddock;Sean Gunn;Peter Serafinowicz,170000000.0,121.0,774176600.0,"Action; 
Adventure; 
Comedy 8.1 JamesGunn Chris Pratt;Zoe Saldana;Dave Bautista;Vin Diesel;Bradley Cooper;Lee Pace;Michael Rooker;Karen Gillan;Djimon Hounsou;John C. Reilly;Glenn Close;Benicio Del Toro;Laura Haddock;Sean Gunn;Peter Serafinowicz"
246,Fanny och Alexander ,Drama,17 December 1982,8.1,IngmarBergman,Kristina Adolphson;Börje Ahlstedt;Pernilla Allwin;Kristian Almgren;Carl Billquist;Axel Düberg;Allan Edwall;Siv Ericks;Ewa Fröling;Patricia Gélin;Majlis Granlund;Maria Granlund;Bertil Guve;Eva von Hanno;Sonya Hedenbratt,6000000.0,188.0,,Drama 8.1 IngmarBergman Kristina Adolphson;Börje Ahlstedt;Pernilla Allwin;Kristian Almgren;Carl Billquist;Axel Düberg;Allan Edwall;Siv Ericks;Ewa Fröling;Patricia Gélin;Majlis Granlund;Maria Granlund;Bertil Guve;Eva von Hanno;Sonya Hedenbratt
247,La La Land ,"Comedy; 
Drama; 
Music",25 December 2016,8.0,DamienChazelle,Ryan Gosling;Emma Stone;Amiée Conn;Terry Walters;Thom Shelton;Cinda Adams;Callie Hernandez;Jessica Rothe;Sonoya Mizuno;Rosemarie DeWitt;J.K. Simmons;Claudine Claudio;Jason Fuchs;D.A. Wallach;Trevor Lissauer,30000000.0,128.0,446092357.0,"Comedy; 
Drama; 
Music 8.0 DamienChazelle Ryan Gosling;Emma Stone;Amiée Conn;Terry Walters;Thom Shelton;Cinda Adams;Callie Hernandez;Jessica Rothe;Sonoya Mizuno;Rosemarie DeWitt;J.K. Simmons;Claudine Claudio;Jason Fuchs;D.A. Wallach;Trevor Lissauer"
248,Drishyam ,"Crime; 
Drama; 
Thriller",31 July 2015,8.3,NishikantKamat,Ajay Devgn;Shriya Saran;Tabu;Rajat Kapoor;Ishita Dutta;Mrunal Jadhav;Prasanna Ketkar;Yogesh Sonam;Prathamesh Parab;Rishab Chadha;Ashish Warang;Anil Nagarkar;Tarun Shukla;Smita Inamdar;Sanjay Bhatia,9400000.0,163.0,,"Crime; 
Drama; 
Thriller 8.3 NishikantKamat Ajay Devgn;Shriya Saran;Tabu;Rajat Kapoor;Ishita Dutta;Mrunal Jadhav;Prasanna Ketkar;Yogesh Sonam;Prathamesh Parab;Rishab Chadha;Ashish Warang;Anil Nagarkar;Tarun Shukla;Smita Inamdar;Sanjay Bhatia"
249,8½ ,Drama,16 February 1963,8.1,FedericoFellini,Marcello Mastroianni;Claudia Cardinale;Anouk Aimée;Sandra Milo;Rossella Falk;Barbara Steele;Madeleine Lebeau;Caterina Boratto;Eddra Gale;Guido Alberti;Mario Conocchia;Bruno Agostini;Cesarino Miceli Picardi;Jean Rougeul;Mario Pisu,,138.0,,Drama 8.1 FedericoFellini Marcello Mastroianni;Claudia Cardinale;Anouk Aimée;Sandra Milo;Rossella Falk;Barbara Steele;Madeleine Lebeau;Caterina Boratto;Eddra Gale;Guido Alberti;Mario Conocchia;Bruno Agostini;Cesarino Miceli Picardi;Jean Rougeul;Mario Pisu
